URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,SUBJECTIVE SCORE
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,73.0,33.0,0.377358487006052,0.05965109732152442,16.30275229357798,0.6077658975801913,6.764207276463269,16.30275229357798,1080.0,1777.0,3672.0,22.0,5.696679797411368,0.05965109732152442
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,65.0,38.0,0.26213591978508816,0.07330960848874761,16.529411764705884,0.4918149466192171,6.8084906845300415,16.529411764705884,691.0,1405.0,2491.0,34.0,4.851245551601424,0.07330960848874761
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,72.0,35.0,0.34579438929164125,0.06346381965393605,15.327272727272728,0.5711743772241993,6.3593788417987716,15.327272727272728,963.0,1686.0,3357.0,24.0,5.411625148279953,0.06346381965393605
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,71.0,23.0,0.5106382924400181,0.059119496818163836,14.324324324324325,0.5207547169811321,5.938031616522183,14.324324324324325,828.0,1590.0,2904.0,48.0,4.853459119496855,0.059119496818163836
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,57.0,24.0,0.4074074023776864,0.047507331350435576,15.642201834862385,0.5149560117302053,6.4628631386370365,15.642201834862385,878.0,1705.0,3093.0,49.0,5.055131964809384,0.047507331350435576
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,52.0,23.0,0.3866666615111112,0.06072874489009818,17.89855072463768,0.5303643724696356,7.371566038842926,17.89855072463768,655.0,1235.0,2244.0,48.0,5.0242914979757085,0.06072874489009818
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27.0,12.0,0.384615374753452,0.05335157311443013,14.057692307692308,0.5170998632010944,5.829916868357362,14.057692307692308,378.0,731.0,1322.0,17.0,5.098495212038304,0.05335157311443013
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.057692307692308,0.0,0.0,0.0,0.0,0.0,0.0
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,42.0,13.0,0.5272727176859506,0.07879656149169548,16.61904761904762,0.5429799426934098,6.8648110246964125,16.61904761904762,379.0,698.0,1224.0,26.0,4.839541547277937,0.07879656149169548
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,77.0,40.0,0.31623931353641616,0.05444392738276225,19.1875,0.5383899488134016,7.890355979525362,19.1875,1157.0,2149.0,4027.0,48.0,4.947882736156352,0.05444392738276225
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,55.0,61.0,-0.05172413748513675,0.06311207831169093,15.190082644628099,0.5865070729053319,6.3106358870133725,15.190082644628099,1078.0,1838.0,3485.0,54.0,5.166485310119695,0.06311207831169093
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,44.0,19.0,0.3968253905265811,0.053708439851910955,13.63953488372093,0.5686274509803921,5.68326493388053,13.63953488372093,667.0,1173.0,2364.0,29.0,5.462063086104007,0.053708439851910955
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34.0,24.0,0.17241379013079672,0.04801324499336652,13.274725274725276,0.5256622516556292,5.520155010552362,13.274725274725276,635.0,1208.0,2246.0,17.0,5.030629139072848,0.04801324499336652
